forms_number,forms_text
9125,"ATENDIMENTO ESPONTÂNEO;1 - A ÁREA PUBLICA CHAMADA NO PORTAL DO SEBRAE/CE E O CLIENTE INTERESSADO REALIZA A INSCRIÇÃO NO CANAL INDICADO NA CHAMADA (LANDING PAGE, LOJA, ETC);"
28734,ATENDIMENTO INDIVIDUAL - CONSULTORIA;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
8009,ATENDIMENTO INDIVIDUAL - CONSULTORIA;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
28735,ATENDIMENTO INDIVIDUAL - ORIENTAÇÃO;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
8008,ATENDIMENTO INDIVIDUAL - ORIENTAÇÃO;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
16821,"ATENDIMENTO MASSOTERAPIA;A QUALIDADE DE VIDA É UMA PERCEPÇÃO SUBJETIVA DO INDIVÍDUO DO SEU BEM-ESTAR GERAL EM RELAÇÃO À VÁRIOS ASPECTOS DA PRÓPRIA VIDA, ELA É INFLUENCIADA POR DIVERSOS FATORES. ESSES ASPECTOS ESTÃO RELACIONADOS À SAÚDE FÍSICA E MENTAL, AOS RELACIONAMENTOS, ÀS CONDIÇÕES DE TRABALHO, A SEGURANÇA PSICOLÓGICA, SEGURANÇA FINANCEIRA, LIBERDADE E MUITOS OUTROS ASPECTOS. É IMPORTANTE COLETAR AS INFORMAÇÕES PARA ACOMPANHAR  A DEMANDA POR PARTE DOS COLABORADORES E A PRESTAÇÃO DOS SERVIÇOS."
14298,"ATENDIMENTO NUTRICIONAL;OS DADOS PESSOAIS DOS COLABORADORES ESTÃO DISPONÍVEIS NO SISTEMA NO ERP, ONDE ESTÁ O MÓDULO DO SSO UTILIZADO PELO SERVIÇO DE SAÚDE OCUPACIONAL DO SEBRAE PARA FAZER AS ANOTAÇÕES NO PRONTUÁRIO."
19812,ATENDIMENTO PORTA A PORTA;PREENCHIMENTO DE FORMULÁRIO NA LANDING PAGE E COLETA DOS DADOS NO PROCESSO DE ATENDIMENTO QUANDO OS AGENTES/ORIENTADORES VÃO ATÉ A EMPRESA DO CLIENTE.
19813,"ATENDIMENTO PRESENCIAL - DEMANDA ESPONTÂNEA - FORMALIZAÇÃO MEI;OS CLIENTES PROCURAM O ATENDIMENTO  DE FORMA PRESENCIAL DE FORMA ESPONTÂNEA PARA A CRIAÇÃO DO MEI. EVENTUAIS DADOS QUE NÃO FOREM DISPONIBILIZADOS NO MOMENTO PELO INTERESSADO, PODEM SER ENVIADOS POSTERIORMENTE POR E-MAIL PARA A CONCLUSÃO DA FORMALIZAÇÃO."
107,ATENDIMENTO PRESENCIAL / HÍBRIDO;1 - A ÁREA RECEBE OS DADOS DA EQUIPE DE ATENDIMENTO ATRAVÉS DOS CANAIS DE ENTRADA DISPONÍVEIS;
9174,ATENDIMENTO PRESENCIAL / HÍBRIDO;1 - A ÁREA RECEBE OS DADOS DA EQUIPE DE ATENDIMENTO ATRAVÉS DOS CANAIS DE ENTRADA DISPONÍVEIS;
20905,"ATENDIMENTO PRESENCIAL / HÍBRIDO;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR, ACESSADOS EM SISTEMAS INTERNOS OU RECEBIDOS DE OUTRAS UNIDADES OU INSTITUIÇÕES, ATRAVÉS DE FORMALIZAÇÃO QUE RESGUARDE ESTE COMPARTILHAMENTO."
8795,ATENDIMENTO PRESENCIAL / REMOTO;1 - A ÁREA RECEBE O CLIENTE INTERESSADO PARA PRESTAR OS SERVIÇOS;                                                                    2 - A ÁREA REALIZA A COLETA DOS DADOS ATRAVÉS DE FORMULÁRIO FÍSICO E NO SISTEMA SAS E SIAC PARA REGISTRO DE DEMANDA;
15966,ATENDIMENTO PRESENCIAL / REMOTO;1 - A ÁREA RECEBE O CLIENTE INTERESSADO PARA PRESTAR OS SERVIÇOS;                                                                    2 - A ÁREA REALIZA A COLETA DOS DADOS ATRAVÉS DE FORMULÁRIO FÍSICO E NO SISTEMA SAS PARA REGISTRO DE DEMANDA;
74,"ATENDIMENTO PRESENCIAL / REMOTO;NO ATENDIMENTO PRESENCIAL O CLIENTE REPASSA ESTAS INFORMAÇÕES DURANTE O PRÓPRIO ATENDIMENTO ENQUANTO REGISTRAMOS ESTAS INFORMAÇÕES NO SAS, DE MANEIRA REMOTA, A INFORMAÇÃO É REPASSADA POR MEIO DE TELEFONEMA, OU QUANDO O CLIENTE OPTA ENVIA OS DADOS PARA CADASTRO POR MEIO DE WHATSAPP."
131,ATENDIMENTO PRESENCIAL OU REMOTO;1 - A ÁREA RECEBE O CLIENTE INTERESSADO PARA PRESTAR OS SERVIÇOS;                                                                    2 - A ÁREA REALIZA A COLETA DOS DADOS ATRAVÉS DE FORMULÁRIO FÍSICO E NO SISTEMA SAS E SIAC PARA REGISTRO DE DEMANDA;
15967,ATENDIMENTO PRESENCIAL OU REMOTO;1 - A ÁREA RECEBE O CLIENTE INTERESSADO PARA PRESTAR OS SERVIÇOS;                                                                    2 - A ÁREA REALIZA A COLETA DOS DADOS ATRAVÉS DE FORMULÁRIO FÍSICO E NO SISTEMA SAS PARA REGISTRO DE DEMANDA;
8995,ATENDIMENTO PRESENCIAL OU REMOTO;1 - A ÁREA RECEBE O CLIENTE INTERESSADO PARA PRESTAR OS SERVIÇOS;                                                                    2 - A ÁREA REALIZA A COLETA DOS DADOS ATRAVÉS DE FORMULÁRIO FÍSICO E NO SISTEMA SAS PARA REGISTRO DE DEMANDA;
9938,"ATENDIMENTO PRESENCIAL**;O OBJETIVO É DISPONIBILIZAR CONSULTIVOS AO CLIENTE JUNTO AOS ESPECIALISTAS E/OU ANALISTAS DO SEBRAE, DE MODO QUE POSSA SER ESCLARECIDO SUAS DÚVIDAS, PROPORCIONANDO MELHORES CONDIÇÕES PARA TOMADAS DE DECISÕES. OS CONSULTIVOS SE LIMITAM A 1 HORA GRATUITA."
17304,ATENDIMENTO PRESENCIAL;O CLIENTE APRESENTA FISICAMENTE OS DOCUMENTOS NO ATO DO ATENDIMENTO.
14299,"ATENDIMENTO PSICOLÓGICO;NO ATENDIMENTO PSICOLÓGICO OS DADOS PESSOAIS SÃO OBTIDOS DIRETAMENTE DOS TITULARES, BEM COMO NOS DADOS DISPONÍVEIS NO RM. SÃO IMPORTANTES PARA IDENTIFICAR OS COLABORADORES E GERENCIAR OS ATENDIMENTOS PSICOLÓGICOS REALIZADOS PELO SSO. NÃO PARTICIPAÇÃO DE OUTRAS UNIDADES."
10473,"ATENDIMENTO RECLAME AQUI;O RECLAME AQUI É UM SITE/REDE SOCIAL EM QUE CONSUMIDORES DE TODO O BRASIL BUSCAM SE INFORMAR SOBRE A IMAGEM DAS EMPRESAS BRASILEIRAS E TAMBÉM MANIFESTAM SUAS INSATISFAÇÕES A RESPEITO DAS MESMAS. A OUVIDORIA DO SEBRAE NA É A RESPONSÁVEL POR MONITORAR, ACOLHER E TRATAR AS RECLAMAÇÕES QUE SÃO POSTADAS NESSE SITE, A RESPEITO DO SEBRAE. NESSAS RECLAMAÇÕES O CLIENTE DISPONIBILIZA O NOME, CPF, EMAIL E TELEFONE, NA PRÓPRIA PLATAFORMA. A OUVIDORIA REGISTRA ESSES DADOS, NO SISTEMA VASTI - SISTEMA DE GESTÃO DA OUVIDORIA SEBRAE - E DÁ O DEVIDO TRATAMENTO DA RECLAMAÇÃO TRAMITANDO OS DADOS PESSOAIS E RESPECTIVAS RECLAMAÇÕES PARA AS UNIDADES DO SEBRAE NACIONAL E OUVIDORIAS DO SEBRAE UF, QUANDO NECESSÁRIO. OS DADOS PESSOAIS SÃO IMPORTANTES PARA IDENTIFICAR QUALQUER A JORNADA DO CLIENTE NO SEBRAE E PARA CONTATÁ-LO QUANDO NECESSÁRIO COMPREENDER MELHOR A SUA NECESSIDADE. AO FINAL DA TRATATIVA DA RECLAMAÇÃO, OS DADOS PERMANECEM ARMAZENADOS NO SISTEMA VASTI, SEM PREVISÃO DE DESCARTE."
28736,ATENDIMENTO REMOTO ATIVO;1.OS DADOS SÃO ACESSADOS DIRETAMENTE DO SISTEMA INTERNO.
8021,"ATENDIMENTO REMOTO PASSIVO;1.DADOS COLETADOS DIRETAMENTE COM O TITULAR, ACESSADOS EM SISTEMAS INTERNOS (SAS) E EXTERNOS (VOXAGE)"
28737,"ATENDIMENTO REMOTO RECEPTIVO - CR;1.DADOS COLETADOS DIRETAMENTE COM O TITULAR, ACESSADOS EM SISTEMAS INTERNOS (FOCO) E EXTERNOS (VOXAGE) E (OLOS)"
108,ATENDIMENTO REMOTO;1 - A ÁREA RECEBE A DEMANDA PREVIAMENTE TRATADA ATRAVÉS DOS CANAIS DE COMUNICAÇÃO;                                                                    A ÁREA REALIZA O LANÇAMENTO DOS DADOS NOS SISTEMAS RESPECTIVOS;
9175,ATENDIMENTO REMOTO;1 - A ÁREA RECEBE A DEMANDA PREVIAMENTE TRATADA ATRAVÉS DOS CANAIS DE COMUNICAÇÃO;                                                                    A ÁREA REALIZA O LANÇAMENTO DOS DADOS NOS SISTEMAS RESPECTIVOS;
16201,ATENDIMENTO REMOTO;ATRAVÉS DOS CLIENTES POR MEIO DA CENTRAL DE ATENDIMENTO 0800 E FERRAMENTAS DE COMUNICAÇÃO COMO WHATSAPP E TELEFONE.
20906,"ATENDIMENTO REMOTO;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR, ACESSADOS EM SISTEMAS INTERNOS OU RECEBIDOS DE OUTRAS UNIDADES OU INSTITUIÇÕES, ATRAVÉS DE FORMALIZAÇÃO QUE RESGUARDE ESTE COMPARTILHAMENTO."
9199,"ATENDIMENTO REMOTO;O TITULAR PODE ENTRAR EM CONTATO COM O SEBRAE-SP  PELO TELEFONE, SÃO COLETADOS OS SEGUINTES DADOS PESSOAIS: NOME COMPLETO, CPF, NOME SOCIAL (SE HOUVER), DATA DE NASCIMENTO, RAÇA/COR, ENDEREÇO, TELEFONE/CELULAR, E-MAIL, PORTADOR DE DEFICIÊNCIA. OS DADOS SÃO COLETADOS PARA REGISTRO DE ATENDIMENTO , CRM E PRESTAÇÃO DE CONTAS PARA  ÓRGÃOS DE AUDITORIA"
33434,"ATENDIMENTO TITULAR DE DADOS PESSOAIS;O SEBRAE POSSUI CANAL DE ATENDIMENTO EXCLUSIVO PARA ATENDER OS TITULARES DE DADOS PESSOAIS  E GARANTIR O CUMPRIMENTO DOS DIREITOS PREVISTOS NO ART. 18, LGPD. ESSE CANAL ESTÁ DISPONÍVEL NO SITE DO SEBRAE (HTTPS://PRIVACYPORTAL-BR.ONETRUST.COM/WEBFORM/1E33220F-B805-4A8B-973F-6B90E8BE838F/39D8BA29-7CBA-4C31-ADFD-F051385BE994)"
19814,"ATENDIMENTO VIA CHATBOT;O CLIENTE PODE FAZER UMA PERGUNTA CUJA RESPOSTA SEJA CONVERTIDA EM ATENDIMENTO. POR ISSO, OS DADOS SÃO SOLICITADOS ANTES DA ENTREGA DA RESPOSTA. EM CASOS DE RESPOSTA NÃO ENCONTRADA, O CLIENTE PODE SOLICITAR ATENDIMENTO POSTERIOR HUMANO E DEIXA SEU NOME, CPF E MEIOS DE CONTATO."
19816,ATENDIMENTO VIA CONSULTORIA ASSÍNCRONA;PREENCHIMENTO DE FORMULÁRIO EM LANDING PAGE.
19817,ATENDIMENTO VIA CONSULTORIA ONLINE;PREENCHIMENTO DE LANDING PAGE OU ATENDIMENTO VIA WHATSAPP DA CENTRAL NACIONAL DE RELACIONAMENTO.
19818,"ATENDIMENTO VIA LANDING PAGE;OS CLIENTES ACESSAM AS LPS, PREENCHEM O FORMULÁRIO E ACESSAM O CONTEÚDO OFERTADO."
19820,"ATENDIMENTO VIA PORTAL SEBRAE ATENDE;O CLIENTE IMPUTA AS INFORMAÇÕES QUANDO ELE AINDA NÃO POSSUI CADASTRO COM O SEBRAE. CASO ELE TENHA CADASTRO, O PORTAL IMPORTA OS DADOS DO SAS E APRESENTA A POSSIBILIDADE DE ENVIO DE CÓDIGO DE ATIVAÇÃO PARA UM E-MAIL OU TELEFONE (PARCIALMENTE MASCARADOS)."
19819,"ATENDIMENTO VIA PORTAL SEBRAE;O CLIENTE ACESSA O SITE POR MEIO DE BUSCADORES, LINKS DIRETOS, ANÚNCIOS PATROCINADOS OU REDIRECIONAMENTOS DE OUTROS SITES. CASO DESEJE FAZER INSCRIÇÃO EM EVENTOS PRESENCIAIS, FAZER DOWNLOAD DE CONTEÚDOS, INSCRIÇÃO EM CURSOS, TRILHAS E JOGOS ONLINE, ELE PRECISA FAZER O CADASTRO QUE FICA ASSOCIADO AO AMEI (AUTENTICADOR DO PORTAL). ESSES DADOS SÃO INTEGRADOS AO SAS."
8928,"ATENDIMENTO;1. OS DADOS PESSOAIS SÃO COLETADOS POR VIA ORAL, ANOTAÇÃO SIMPLES; 2. OS DADOS SÃO REPASSADOS À DIRETORIA, PARA CONHECIMENTO; 3. OS DADOS SÃO ARQUIVADOS."
28798,"ATENDIMENTOS DIRETOS PELOS PROJETOS - FICHAS DE INSCRIÇÃO/LISTAS DE PRESENÇA FORMS - EMPREENDEDORISMO SOCIAL;1. COLETA - DADOS SÃO COLETADOS DIRETAMENTE PELO TITULAR E TAMBÉM PELAS INSTITUIÇÕES (PARCEIRAS E/OU BANCOS DE DADOS PÚBLICOS). A - DADOS COLETADOS PELOS TITULARES, EM GERAL, SÃO REGISTRADOS EM SISTEMA DE CAPTAÇÃO DE LEADS DO SEBRAE (EX. LANDING PAGE). B - DADOS COLETADOS POR PARCEIROS SÃO ENVIADOS DIRETAMENTE PARA O GESTOR RESPONSÁVEL PELA AÇÃO."
28869,ATENDIMENTOS DIRETOS REALIZADOS PELOS PROJETOS - AGRONEGÓCIOS;COLETA:
16203,"ATENDIMENTOS VIA AOE;OS DADOS CHEGAM VIA APP SEBRAE. SÃO IMPORTANTES PARA FAZERMOS CONFERÊNCIA DAS EVIDÊNCIAS NO INTUITO DE REALIZARMOS RELATÓRIOS, PAGAMENTOS E FUTUROS RELACIONAMENTOS COM ESSES CLIENTES. ESCRITÓRIOS REGIONAIS POSSUEM ACESSO AO APP SEBRAE ADMIN. ELES UTILIZAM PARA EVIDÊNCIA E PAGAMENTO DE RELATÓRIO. OS DADOS FICAM ARMAZENADOS NO SAS."
13775,"ATESTADO DE ACOMPANHAMENTO;OS EMPREGADOS ENCAMINHAM AO DEPARTAMENTO PESSOAL OS ATESTADOS DE ACOMPANHAMENTO, POR E-MAIL, PARA JUSTIFICAR AS AUSÊNCIAS NO REGISTRO DE PONTO."
13803,ATESTADO DE SAÚDE OCUPACIONAL - OSO;OS DADOS SÃO RECEBIDOS NO MOMENTO DA REALIZAÇÃO DOS ATESTADOS DE SAÚDE OCUPACIONAL. SÃO IMPORTANTES PARA AVALIAR A SAÚDE DOS COLABORADORES DO SEBRAE. NÃO HÁ PARTICIPAÇÃO DE OUTRAS UNIDADES.
9916,"ATESTADO MÉDICO DE ESTUDANTES;O ESTUDANTE FALTA AS AULAS POR MOTIVO DE DOENÇA E JUSTIFICA A SUA AUSÊNCIA TRAZENDO O ATESTADO, POSSIBILITANDO A ELE A REALIZAÇÃO DE SEGUNDA CHAMADA DAS ATIVIDADES AVALIATIVAS REALIZADAS NESTE PERÍODO."
2783,ATESTADO MÉDICO;1 - A ÁREA RECEBE VIA CHAMADO PELO FUNCIONÁRIO A SOLICITAÇÃO DE LANÇAMENTO DE ATESTADO MÉDICO;
11539,"ATIVAÇÃO ADD-ON WHATSAPP - SALESFORCE;A SUA RESPOSTA DEVE ESCLARECER AS SEGUINTES QUESTÕES: COMO OS DADOS PESSOAIS CHEGAM ATÉ VOCÊ? R: POR MEIO DE INTEGRAÇÕES REALIZADAS COM OUTROS SISTEMAS (FOCO, SAS, SME, CNR, E-COMMERCE E ETC.)"
7702,"ATRAÇÃO E SELEÇÃO - CANDIDATURA EM VAGAS DE TRABALHO;AS VAGAS DE TRABALHO SÃO DISPONIBILIZADAS NA PLATAFORMA GUPY E NO LINKEDIN. O GERENTE DA UNIDADE CRIA UMA SOLICITAÇÃO DE ABERTURA DE VAGA COM OS REQUISITOS NECESSÁRIOS E REPASSA AO SISTEMA GUPY, MEDIANTE ACESSO AO SITE. ESSA SOLICITAÇÃO PASSA PELO RECRUTAMENTO E PELA DIRETORIA. APÓS A APROVAÇÃO DESSA SOLICITAÇÃO, A VAGA É DIVULGADA E O CANDIDATO INTERESSADO FAZ O CADASTRO NO SITE DA GUPY, NO FORMULÁRIO DO CANDIDATO E INFORMA SEU NOME COMPLETO, RG, CPF, ESCOLARIDADE, VAGA PRETENDIDA, E-MAIL, ENDEREÇO E TELEFONE. APÓS A CANDIDATURA DOS INTERESSADOS NA VAGA E DURANTE O PROCESSO SELETIVO, 	O GERENTE DO SETOR QUE SOLICITOU A CONTRATAÇÃO RECEBE OS DADOS PESSOAIS DO CANDIDATO, POR E-MAIL, PARA AVALIAÇÃO DO PERFIL. A UGP, ESPECIFICAMENTE O COLABORADOR DO RECRUTAMENTO E SELEÇÃO, POSSUI LOGIN E SENHA PARA ACESSAR O GUPY. A TRIAGEM DOS CURRÍCULOS É FEITA PELO PRÓPRIO GUPY, POR IA E ALGORITMOS PELO PERFIL DA VAGA (DECISÃO AUTOMATIZADA). O ARMAZENAMENTO DA GUPY É NA AMAZON CLOUD. O ACESSO A PLATAFORMA GUPY, POR LOGIN E SENHA, É PERMITIDO PARA OS DIRETORES, GERENTES, PESSOAL DO RECRUTAMENTO E SELEÇÃO E UMA PESSOA DO DEPARTAMENTO PESSOAL PARA INCLUSÃO OU EXCLUSÃO DE DADOS, SENDO QUE O SETOR DE CARREIRA E DEPARTAMENTO PESSOAL PODEM APENAS CONSULTAR OS DADOS PESSOAIS. A UGP ARMAZENA OS DOCUMENTOS RECEBIDOS DA GUPY EM UMA PASTA NA REDE, DE ACESSO RESTRITO AO DEPARTAMENTO. O PERÍODO DE RETENÇÃO É INDETERMINADO. APÓS APROVAÇÃO DO CANDIDATO, OS DADOS SÃO LANÇADOS NO CORPORERM PARA INÍCIO DO PROCESSO DE ADMISSÃO."
7703,"ATRAÇÃO E SELEÇÃO - DINÂMICA DE GRUPO;A DINÂMICA FAZ PARTE DO PROCESSO SELETIVO E PODE OCORRER DE FORMA ONLINE OU PRESENCIAL. AS RECRUTADORAS CONVOCAM OS CANDIDATOS ATRAVÉS DO SITE DO SEBRAE MG, INFORMANDO QUAIS CANDIDATOS FORAM CONVOCADOS, A DATA, HORÁRIO DE PARTICIPAÇÃO E A SOLICITAÇÃO DE CONFIRMAÇÃO DE PRESENÇA NA ETAPA. O CANDIDATO CONFIRMA PRESENÇA ATRAVÉS DO FORMS, AONDE ELE COLOCA O NOME COMPLETO E E-MAIL. NA DINÂMICA, PARTICIPAM A RECRUTADORA E O GERENTE DA ÁREA DE INTERESSE NA CONTRATAÇÃO. PODE SER QUE A RECRUTADORA E O GERENTE GEREM ALGUMA ANOTAÇÃO SOBRE O CANDIDATO PARA POSTERIOR REUNIÃO, COM O NOME COMPLETO E DESEMPENHO DO CANDIDATO. NA FORMA PRESENCIAL, O CANDIDATO SE DESLOCA ATÉ A SEDE DO SEBRAE, ONDE TEM UMA SALA DE ATENDIMENTO QUE PODE SER UTILIZADA PARA ESSE FIM. NA FORMA ONLINE PELO TEAMS, A RECRUTADORA ENVIA O CONVITE POR E-MAIL COM AS INFORMAÇÕES. EXISTE A POSSIBILIDADE DA VAGA GERAR UM CADASTRO DE RESERVA, COM DURAÇÃO DE ATÉ 01 (UM) ANO. OS DADOS PESSOAIS DO RESERVISTA FICAM ARMAZENADOS EM UMA PASTA DE REDE."
7704,ATRAÇÃO E SELEÇÃO - ENTREVISTA COM CANDIDATOS;ATUALMENTE AS ENTREVISTAS SÃO DE FORMA ONLINE VIA TEAMS OU PRESENCIAL
7705,"ATRAÇÃO E SELEÇÃO - PROVA DE CONHECIMENTOS;A FAPETEC É A EMPRESA CONTRATADA PARA APLICAÇÃO DAS PROVAS DE RECRUTAMENTO E O SEBRAE/MG POSSUI UM CONTRATO/CONVÊNIO PARA ESSA FINALIDADE. PARA QUE O CANDIDATO RECEBA AS INSTRUÇÕES DE PROVA PELA FAPETEC POR E-MAIL, COMO O LINK DE CADASTRO, LOGIN E SENHA PARA ACESSAR O SISTEMA DE PROVAS, A UNIDADE COMPARTILHA COM A FATEPEC, POR E-MAIL, OS DADOS PESSOAIS DE NOME COMPLETO, E-MAIL E CPF INFORMADOS PELO CANDIDATO NO CADASTRO FEITO NA INSCRIÇÃO PARA VAGA ATRAVÉS DO GUPY. O SISTEMA DE PROVAS UTILIZADO PELA FAPETEC É O MAXIMIZE SISTEMAS. A FAPETEC DEVOLVE PARA A UGP AS INFORMAÇÕES DE RESULTADO DAS PROVAS VIA PLANILHA, COM A NOTA DO CANDIDATO POR CONTEÚDO E A NOTA TOTAL. A PROVA É REALIZA EM AMBIENTE ONLINE, A PLATAFORMA DE PROVA NÃO UTILIZA PLUGINS."
23768,ATRAIR CLIENTES SEM HISTORICO DE RELACIONAMENTO;ATRAIR CLIENTES SEM HISTORICO DE RELACIONAMENTO
34453,ATRAIR CLIENTES;SEGUINDO EXATAMENTE ESTE FLUXO CITADO ACIMA
14446,"ATRIBUIR PERFIS E NÍVEL DE ACESSO AO SISTEMA SAS/FOCUS;-COMO OS DADOS PESSOAIS CHEGAM ATÉ VOCÊ? SE COLABORADOR, ESTE ENTRA EM CONTATO POR WHATAPP OU EMAIL, REQUERENDO A ATRIBUIÇÃO DE PERFIL, NO CASO DE TERCEIROS, COMO POR EXEMPLO ATENDENTES DAS SALAS DO EMPREENDEDOR, O GESTOR DO PROJETO NO SEBRAE/AP ENCAMINHA E-MAIL SOLICITANDO A CRIAÇÃO DE PERFIL COM BASE NO TERMO DE PARCERIA FIRMADO COM A ENTIDADE. SÃO SOLICITADOS OS SEGUINTES DADOS PARA ATRIBUIÇÃO DO PERFIL: CPF, TELEFONE, NOME, E-MAIL, ENDEREÇO E DATA DE NASCIMENTO."
2784,ATUALIZAÇÃO CADASTRAL DE COLABORADORES (APPUS);1 - A ÁREA REALIZA A ATUALIZAÇÃO DA BASE DOS COLABORADORES;
15897,ATUALIZAÇÃO CADASTRAL DOS COLABORADORES;- OS DADOS CHEGARAM ATRAVÉS DE FORMULÁRIO VIA FORMS MICROSOFT 365.
10836,"ATUALIZAÇÃO CONTINGÊNCIA JURÍDICO;OS DADOS CHEGAM ATRAVÉS DA UNIDADE JURÍDICA, EU RECEBO AS INFORMAÇÕES COM NOME DO RECLAMANTE, NÚMERO DO PROCESSO E VALOR DA CAUSA. ESSAS INFORMAÇÕES SÃO IMPORTANTES PARA REGISTRO DA INFORMAÇÃO CONTÁBIL. NO ÂMBITO DA UFC, QUEM TEM ACESSO A ESSAS INFORMAÇÕES SÃO INTEGRANTES DO SUB PROCESSO CONTÁBIL, AUDITORIA INTERNA E EXTERNA, QUANDO SOLICITADO. TAIS INFORMAÇÕES FICAM ARMAZENADAS EM PASTA NA REDE."
33548,"ATUALIZAÇÃO CONTINGÊNCIA JURÍDICO;OS DADOS CHEGAM ATRAVÉS DA UNIDADE JURÍDICA. SÃO ENVIADAS O NOME DO RECLAMANTE, NÚMERO DO PROCESSO E VALOR DA CAUSA PARA REGISTRO DA INFORMAÇÃO CONTÁBIL. NO ÂMBITO DA UFC, QUEM TEM ACESSO A ESSAS INFORMAÇÕES SÃO INTEGRANTES DO SUB PROCESSO CONTÁBIL, AUDITORIA INTERNA E EXTERNA, QUANDO SOLICITADO. TAIS INFORMAÇÕES FICAM ARMAZENADAS EM PASTA NA REDE."
9943,"ATUALIZAÇÃO DE CADASTRO DE PROFESSORES - SINPRO;ANUALMENTE A SECRETARIA DA ESCOLA DO SEBRAE DEVE ACESSAR O SITE DO SINPRO MINAS, UTILIZANDO LOGIN E SENHA, PARA CONFERIR AS INFORMAÇÕES SOBRE OS PROFESSORES DA ESCOLA QUE SÃO SINDICALIZADOS. CASO O PROFESSOR TENHA SIDO DESLIGADO É NECESSÁRIO INDICAR A DATA DO DESLIGAMENTO."
2761,"ATUALIZAÇÃO DE REPRESENTANTES NO CDE;1 - A SECRETARIA DOS CONSELHOS RECEBE EMAIL OU CORRESPONDÊNCIA IMPRESSA COM INFORME DOS NOVOS REPRESENTANTES DAS ENTIDADES JUNTO AOS CONSELHOS DELIBERATIVO OU FISCAL, PARA ATUALIZAÇÃO."
69,"ATUALIZAÇÃO DE REPRESENTANTES NO CDE;A SECRETARIA DOS CONSELHOS RECEBE EMAIL OU CORRESPONDÊNCIA IMPRESSA COM INFORME DOS NOVOS REPRESENTANTES DAS ENTIDADES JUNTO AOS CONSELHOS DELIBERATIVO OU FISCAL, PARA ATUALIZAÇÃO."
33549,ATUALIZAÇÃO DEPÓSITOS JUDICIAIS;A UJ ENVIA RELATÓRIO DOS DEPÓSITOS JUDICIAIS POR E-MAIL PARA A UFC DEPÓSITOS JUDICIAIS. ESSE RELATÓRIO É ARQUIVADO EM PASTA DA REDE. A UFC REALIZA A ATUALIZAÇÃO DOS SALDOS DOS DEPÓSITOS JUDICIAIS TRIMESTRALMENTE SOLICITANDO ESSA INFORMAÇÃO PARA O BANCO. O BANCO RESPONDE POR E-MAIL. O ARQUIVO ENVIADO PELO BANCO É SALVO EM PASTA NA REDE.
10837,ATUALIZAÇÃO DEPÓSITOS JUDICIAIS;ATUALIZAÇÃO DOS SALDOS DOS DEPÓSITOS JUDICIAIS. A INFORMAÇÃO É SOLICITADA A TESOURARIA E BANCO (EXTERNO).
2099,"ATUALIZAR ATIVIDADE | AQUISIÇÃO DE PASSAGEM AÉREA/TERRESTRE E HOSPEDAGEM;""A SOLICITAÇÃO PARA AQUISIÇÃO DE PASSAGEM AÉREA É ABERTA NO SISTEMA FLUIG (NO CASO DE PASSAGEIROS COLABORADORES) E NO SISTEMA GEDOC (NO CASO DE PASSAGEIROS TERCEIROS), NA QUAL DEVERÁ O SOLICITANTE ESPECIFICAR QUAL A MODALIDADE DA VIAGEM (AVIÃO). APÓS A ABERTURA DEVE SER INSERIDO OS TRECHOS DE IDA E VOLTA."
2098,"ATUALIZAR ATIVIDADE | AQUISIÇÃO POR COMPRA DIRETA;MODALIDADE DE CONTRATAÇÃO QUANDO ESTE SE LIMITAR A R$ 92.000,00, COM EXCEÇÃO DE SERVIÇOS DE ENGENHARIA"
2097,"ATUALIZAR ATIVIDADE | AQUISIÇÃO POR CONTRATOS EXISTENTES;DEMANDAS QUE ACONTECEM DENTRO DOS CONTRATOS EXISTENTES, NA QUAL DEPENDENDO DO SERVIÇO A SER DEMANDADO, SERÁ NECESSÁRIO COMPARTILHAR OS DADOS DOS CLIENTES, COMO POR EXEMPLO COM AGÊNCIAS DE VIAGENS PARA COMPRA DE PASSAGENS A CLIENTES, NA QUAL SÃO AGÊNCIAS LICITADAS E QUE POR SUA VEZ IRÁ COMPARTILHAR OS HOTÉIS E COMPANHIA AÉREA QUE SE FAZ NECESSÁRIO PARA FINALIZAR A CONTRATAÇÃO DESTE SERVIÇO."
2095,"ATUALIZAR ATIVIDADE | ATENDIMENTO AO PUBLICO EXTERNO;""DENTRO DO NÚCLEO DE IMPRESSA, TEM PRODUÇÃO DE CASES, NA QUAL A PRÓPRIA REGIONAL PASSA O CONTATO DO CLIENTE, PORÉM JÁ O TERMO DE CONSENTIMENTO ASSINADO E JÁ FOI CADASTRADO (SAS) POR OUTRA UNIDADE. NÃO POSSUI PROSPECÇÃO DIRETA, APENAS POR INDICAÇÃO DAS ÁREAS DIRETAS."
