forms_number,level1_category,level1_confidence,level1_threshold_met,level1_classification_type,level1_best_match,level1_best_match_score,level1_all_scores
23708,Nova_Classe_8,0.3804113268852234,false,new_class,Outras Atividades,0.3804113268852234,"{""Administra\u00e7\u00e3o e RH"": 0.3593914210796356, ""Atendimento"": 0.3767322599887848, ""Auditoria, Compliance e Jur\u00eddico"": 0.3443244397640228, ""Dados, TI e BI"": 0.31590166687965393, ""Financeiro e Cont\u00e1bil"": 0.3250083923339844, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3596639931201935, ""Outras Atividades"": 0.3804113268852234}"
23849,Nova_Classe_8,0.44374939799308777,false,new_class,"Dados, TI e BI",0.44374939799308777,"{""Administra\u00e7\u00e3o e RH"": 0.37107089161872864, ""Atendimento"": 0.43589168787002563, ""Auditoria, Compliance e Jur\u00eddico"": 0.39680418372154236, ""Dados, TI e BI"": 0.44374939799308777, ""Financeiro e Cont\u00e1bil"": 0.36146241426467896, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3778897523880005, ""Outras Atividades"": 0.39441946148872375}"
23871,Nova_Classe_8,0.3786327838897705,false,new_class,Atendimento,0.3786327838897705,"{""Administra\u00e7\u00e3o e RH"": 0.3360743820667267, ""Atendimento"": 0.3786327838897705, ""Auditoria, Compliance e Jur\u00eddico"": 0.3697625696659088, ""Dados, TI e BI"": 0.3575911521911621, ""Financeiro e Cont\u00e1bil"": 0.2609798312187195, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3402210772037506, ""Outras Atividades"": 0.3372376561164856}"
4331,Atendimento,0.5053409934043884,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4013820290565491, ""Atendimento"": 0.5053409934043884, ""Auditoria, Compliance e Jur\u00eddico"": 0.44076287746429443, ""Dados, TI e BI"": 0.46371209621429443, ""Financeiro e Cont\u00e1bil"": 0.3186381161212921, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39553946256637573, ""Outras Atividades"": 0.41239356994628906}"
34386,Atendimento,0.4781011939048767,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3693884611129761, ""Atendimento"": 0.4781011939048767, ""Auditoria, Compliance e Jur\u00eddico"": 0.3905477523803711, ""Dados, TI e BI"": 0.3729008436203003, ""Financeiro e Cont\u00e1bil"": 0.3142246603965759, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3754604756832123, ""Outras Atividades"": 0.37014198303222656}"
16238,Nova_Classe_8,0.47296637296676636,false,new_class,Atendimento,0.47296637296676636,"{""Administra\u00e7\u00e3o e RH"": 0.4266278147697449, ""Atendimento"": 0.47296637296676636, ""Auditoria, Compliance e Jur\u00eddico"": 0.4501381814479828, ""Dados, TI e BI"": 0.3700205683708191, ""Financeiro e Cont\u00e1bil"": 0.4133074879646301, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.398212194442749, ""Outras Atividades"": 0.3600863218307495}"
2801,Atendimento,0.49684110283851624,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.37905818223953247, ""Atendimento"": 0.49684110283851624, ""Auditoria, Compliance e Jur\u00eddico"": 0.4865897595882416, ""Dados, TI e BI"": 0.3804565668106079, ""Financeiro e Cont\u00e1bil"": 0.3944051265716553, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3163227438926697, ""Outras Atividades"": 0.3781448006629944}"
116,"Auditoria, Compliance e Jurídico",0.4740464687347412,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3720681369304657, ""Atendimento"": 0.4722360372543335, ""Auditoria, Compliance e Jur\u00eddico"": 0.4740464687347412, ""Dados, TI e BI"": 0.3491806387901306, ""Financeiro e Cont\u00e1bil"": 0.3876463770866394, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.30286866426467896, ""Outras Atividades"": 0.34683096408843994}"
9024,"Auditoria, Compliance e Jurídico",0.4740464687347412,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3720681369304657, ""Atendimento"": 0.4722360372543335, ""Auditoria, Compliance e Jur\u00eddico"": 0.4740464687347412, ""Dados, TI e BI"": 0.3491806387901306, ""Financeiro e Cont\u00e1bil"": 0.3876463770866394, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.30286866426467896, ""Outras Atividades"": 0.34683096408843994}"
8800,Nova_Classe_8,0.45431655645370483,false,new_class,Atendimento,0.45431655645370483,"{""Administra\u00e7\u00e3o e RH"": 0.38526681065559387, ""Atendimento"": 0.45431655645370483, ""Auditoria, Compliance e Jur\u00eddico"": 0.3944031894207001, ""Dados, TI e BI"": 0.3743215799331665, ""Financeiro e Cont\u00e1bil"": 0.34015339612960815, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3713243007659912, ""Outras Atividades"": 0.3637855350971222}"
12487,Nova_Classe_8,0.42378658056259155,false,new_class,Atendimento,0.42378658056259155,"{""Administra\u00e7\u00e3o e RH"": 0.4151240289211273, ""Atendimento"": 0.42378658056259155, ""Auditoria, Compliance e Jur\u00eddico"": 0.3634042739868164, ""Dados, TI e BI"": 0.40281131863594055, ""Financeiro e Cont\u00e1bil"": 0.3298134207725525, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36091768741607666, ""Outras Atividades"": 0.33930546045303345}"
10775,"Auditoria, Compliance e Jurídico",0.4884606897830963,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4843432307243347, ""Atendimento"": 0.45897436141967773, ""Auditoria, Compliance e Jur\u00eddico"": 0.4884606897830963, ""Dados, TI e BI"": 0.4290069341659546, ""Financeiro e Cont\u00e1bil"": 0.40453070402145386, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3959072530269623, ""Outras Atividades"": 0.3594696521759033}"
9973,Atendimento,0.47885453701019287,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.34119585156440735, ""Atendimento"": 0.47885453701019287, ""Auditoria, Compliance e Jur\u00eddico"": 0.44025665521621704, ""Dados, TI e BI"": 0.33613571524620056, ""Financeiro e Cont\u00e1bil"": 0.40950024127960205, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3245235085487366, ""Outras Atividades"": 0.3615492880344391}"
8979,Nova_Classe_8,0.45885151624679565,false,new_class,"Dados, TI e BI",0.45885151624679565,"{""Administra\u00e7\u00e3o e RH"": 0.41072332859039307, ""Atendimento"": 0.4439699649810791, ""Auditoria, Compliance e Jur\u00eddico"": 0.4502537250518799, ""Dados, TI e BI"": 0.45885151624679565, ""Financeiro e Cont\u00e1bil"": 0.3644523620605469, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37110841274261475, ""Outras Atividades"": 0.33209943771362305}"
7398,Nova_Classe_8,0.4373165965080261,false,new_class,"Dados, TI e BI",0.4373165965080261,"{""Administra\u00e7\u00e3o e RH"": 0.41883987188339233, ""Atendimento"": 0.3765910863876343, ""Auditoria, Compliance e Jur\u00eddico"": 0.39498788118362427, ""Dados, TI e BI"": 0.4373165965080261, ""Financeiro e Cont\u00e1bil"": 0.30725377798080444, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3606719672679901, ""Outras Atividades"": 0.33543622493743896}"
8972,Nova_Classe_8,0.40321043133735657,false,new_class,"Auditoria, Compliance e Jurídico",0.40321043133735657,"{""Administra\u00e7\u00e3o e RH"": 0.3811085522174835, ""Atendimento"": 0.38352879881858826, ""Auditoria, Compliance e Jur\u00eddico"": 0.40321043133735657, ""Dados, TI e BI"": 0.37417006492614746, ""Financeiro e Cont\u00e1bil"": 0.3547918200492859, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3499736189842224, ""Outras Atividades"": 0.34787097573280334}"
136,Atendimento,0.5168120265007019,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.38770002126693726, ""Atendimento"": 0.5168120265007019, ""Auditoria, Compliance e Jur\u00eddico"": 0.44613581895828247, ""Dados, TI e BI"": 0.4146279990673065, ""Financeiro e Cont\u00e1bil"": 0.3477556109428406, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3833804726600647, ""Outras Atividades"": 0.3925447165966034}"
33281,Atendimento,0.5336265563964844,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4472976326942444, ""Atendimento"": 0.5336265563964844, ""Auditoria, Compliance e Jur\u00eddico"": 0.3911598324775696, ""Dados, TI e BI"": 0.3980160355567932, ""Financeiro e Cont\u00e1bil"": 0.33102840185165405, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.4046556353569031, ""Outras Atividades"": 0.3587222099304199}"
7798,Nova_Classe_8,0.469265878200531,false,new_class,Atendimento,0.469265878200531,"{""Administra\u00e7\u00e3o e RH"": 0.43425387144088745, ""Atendimento"": 0.469265878200531, ""Auditoria, Compliance e Jur\u00eddico"": 0.4588770866394043, ""Dados, TI e BI"": 0.40495985746383667, ""Financeiro e Cont\u00e1bil"": 0.3824111521244049, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3726714551448822, ""Outras Atividades"": 0.3622598350048065}"
2802,Nova_Classe_8,0.45080244541168213,false,new_class,Atendimento,0.45080244541168213,"{""Administra\u00e7\u00e3o e RH"": 0.3348749876022339, ""Atendimento"": 0.45080244541168213, ""Auditoria, Compliance e Jur\u00eddico"": 0.42806002497673035, ""Dados, TI e BI"": 0.24242016673088074, ""Financeiro e Cont\u00e1bil"": 0.3027702867984772, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.2679184377193451, ""Outras Atividades"": 0.35381877422332764}"
16002,Nova_Classe_8,0.41428935527801514,false,new_class,"Auditoria, Compliance e Jurídico",0.41428935527801514,"{""Administra\u00e7\u00e3o e RH"": 0.35787031054496765, ""Atendimento"": 0.4084864854812622, ""Auditoria, Compliance e Jur\u00eddico"": 0.41428935527801514, ""Dados, TI e BI"": 0.25342151522636414, ""Financeiro e Cont\u00e1bil"": 0.32580143213272095, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.26969391107559204, ""Outras Atividades"": 0.34103602170944214}"
9025,Nova_Classe_8,0.41428935527801514,false,new_class,"Auditoria, Compliance e Jurídico",0.41428935527801514,"{""Administra\u00e7\u00e3o e RH"": 0.35787031054496765, ""Atendimento"": 0.4084864854812622, ""Auditoria, Compliance e Jur\u00eddico"": 0.41428935527801514, ""Dados, TI e BI"": 0.25342151522636414, ""Financeiro e Cont\u00e1bil"": 0.32580143213272095, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.26969391107559204, ""Outras Atividades"": 0.34103602170944214}"
16003,Nova_Classe_8,0.44549036026000977,false,new_class,Atendimento,0.44549036026000977,"{""Administra\u00e7\u00e3o e RH"": 0.3657829165458679, ""Atendimento"": 0.44549036026000977, ""Auditoria, Compliance e Jur\u00eddico"": 0.4284437894821167, ""Dados, TI e BI"": 0.4244861900806427, ""Financeiro e Cont\u00e1bil"": 0.33605682849884033, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36034274101257324, ""Outras Atividades"": 0.3961224853992462}"
9128,Nova_Classe_8,0.44549036026000977,false,new_class,Atendimento,0.44549036026000977,"{""Administra\u00e7\u00e3o e RH"": 0.3657829165458679, ""Atendimento"": 0.44549036026000977, ""Auditoria, Compliance e Jur\u00eddico"": 0.4284437894821167, ""Dados, TI e BI"": 0.4244861900806427, ""Financeiro e Cont\u00e1bil"": 0.33605682849884033, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36034274101257324, ""Outras Atividades"": 0.3961224853992462}"
62,Atendimento,0.4836118221282959,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3776398301124573, ""Atendimento"": 0.4836118221282959, ""Auditoria, Compliance e Jur\u00eddico"": 0.42248183488845825, ""Dados, TI e BI"": 0.4078490138053894, ""Financeiro e Cont\u00e1bil"": 0.3353606164455414, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37104088068008423, ""Outras Atividades"": 0.40397220849990845}"
3753,Atendimento,0.49266424775123596,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3798696994781494, ""Atendimento"": 0.49266424775123596, ""Auditoria, Compliance e Jur\u00eddico"": 0.42591696977615356, ""Dados, TI e BI"": 0.4471830129623413, ""Financeiro e Cont\u00e1bil"": 0.3635597229003906, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37218722701072693, ""Outras Atividades"": 0.3467608690261841}"
4456,Nova_Classe_8,0.4626450538635254,false,new_class,Atendimento,0.4626450538635254,"{""Administra\u00e7\u00e3o e RH"": 0.4130169153213501, ""Atendimento"": 0.4626450538635254, ""Auditoria, Compliance e Jur\u00eddico"": 0.4319184720516205, ""Dados, TI e BI"": 0.4606841802597046, ""Financeiro e Cont\u00e1bil"": 0.36623573303222656, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37681931257247925, ""Outras Atividades"": 0.3206351399421692}"
28740,"Dados, TI e BI",0.47990965843200684,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4277361333370209, ""Atendimento"": 0.4531509578227997, ""Auditoria, Compliance e Jur\u00eddico"": 0.43505796790122986, ""Dados, TI e BI"": 0.47990965843200684, ""Financeiro e Cont\u00e1bil"": 0.3218284845352173, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3658733069896698, ""Outras Atividades"": 0.34817326068878174}"
9996,Atendimento,0.5347917079925537,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.41567546129226685, ""Atendimento"": 0.5347917079925537, ""Auditoria, Compliance e Jur\u00eddico"": 0.4628693163394928, ""Dados, TI e BI"": 0.43155694007873535, ""Financeiro e Cont\u00e1bil"": 0.367319792509079, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3808480501174927, ""Outras Atividades"": 0.36406171321868896}"
9983,Atendimento,0.4982260465621948,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4052852690219879, ""Atendimento"": 0.4982260465621948, ""Auditoria, Compliance e Jur\u00eddico"": 0.39350491762161255, ""Dados, TI e BI"": 0.3723598122596741, ""Financeiro e Cont\u00e1bil"": 0.33366113901138306, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3674836754798889, ""Outras Atividades"": 0.33665844798088074}"
33692,Nova_Classe_8,0.3977586627006531,false,new_class,Atendimento,0.3977586627006531,"{""Administra\u00e7\u00e3o e RH"": 0.36002117395401, ""Atendimento"": 0.3977586627006531, ""Auditoria, Compliance e Jur\u00eddico"": 0.39082664251327515, ""Dados, TI e BI"": 0.390076220035553, ""Financeiro e Cont\u00e1bil"": 0.2903755009174347, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3379138112068176, ""Outras Atividades"": 0.3397469222545624}"
28741,Atendimento,0.49154919385910034,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.43056029081344604, ""Atendimento"": 0.49154919385910034, ""Auditoria, Compliance e Jur\u00eddico"": 0.44100725650787354, ""Dados, TI e BI"": 0.4833802878856659, ""Financeiro e Cont\u00e1bil"": 0.3610498905181885, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3734792470932007, ""Outras Atividades"": 0.3905366063117981}"
17305,Atendimento,0.4977208375930786,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.37868815660476685, ""Atendimento"": 0.4977208375930786, ""Auditoria, Compliance e Jur\u00eddico"": 0.43768972158432007, ""Dados, TI e BI"": 0.4471340477466583, ""Financeiro e Cont\u00e1bil"": 0.34685927629470825, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.34142133593559265, ""Outras Atividades"": 0.3113042116165161}"
12529,Nova_Classe_8,0.43804019689559937,false,new_class,"Auditoria, Compliance e Jurídico",0.43804019689559937,"{""Administra\u00e7\u00e3o e RH"": 0.40766340494155884, ""Atendimento"": 0.41772428154945374, ""Auditoria, Compliance e Jur\u00eddico"": 0.43804019689559937, ""Dados, TI e BI"": 0.4235146641731262, ""Financeiro e Cont\u00e1bil"": 0.43415987491607666, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.35689714550971985, ""Outras Atividades"": 0.3518398702144623}"
118,Nova_Classe_8,0.4695923328399658,false,new_class,Atendimento,0.4695923328399658,"{""Administra\u00e7\u00e3o e RH"": 0.39743369817733765, ""Atendimento"": 0.4695923328399658, ""Auditoria, Compliance e Jur\u00eddico"": 0.4107358455657959, ""Dados, TI e BI"": 0.40275222063064575, ""Financeiro e Cont\u00e1bil"": 0.37295469641685486, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37340086698532104, ""Outras Atividades"": 0.35872364044189453}"
9026,Atendimento,0.5083388090133667,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.417409211397171, ""Atendimento"": 0.5083388090133667, ""Auditoria, Compliance e Jur\u00eddico"": 0.44274500012397766, ""Dados, TI e BI"": 0.44801050424575806, ""Financeiro e Cont\u00e1bil"": 0.4064042568206787, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3858706057071686, ""Outras Atividades"": 0.4024028182029724}"
20823,Nova_Classe_8,0.46755915880203247,false,new_class,Atendimento,0.46755915880203247,"{""Administra\u00e7\u00e3o e RH"": 0.3803960084915161, ""Atendimento"": 0.46755915880203247, ""Auditoria, Compliance e Jur\u00eddico"": 0.4138440489768982, ""Dados, TI e BI"": 0.41530460119247437, ""Financeiro e Cont\u00e1bil"": 0.37240466475486755, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3527318239212036, ""Outras Atividades"": 0.3789075016975403}"
16240,Nova_Classe_8,0.4284855127334595,false,new_class,Administração e RH,0.4284855127334595,"{""Administra\u00e7\u00e3o e RH"": 0.4284855127334595, ""Atendimento"": 0.41913074254989624, ""Auditoria, Compliance e Jur\u00eddico"": 0.36918628215789795, ""Dados, TI e BI"": 0.39449024200439453, ""Financeiro e Cont\u00e1bil"": 0.37488365173339844, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3547700047492981, ""Outras Atividades"": 0.322543740272522}"
2803,Atendimento,0.533316969871521,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.3941984474658966, ""Atendimento"": 0.533316969871521, ""Auditoria, Compliance e Jur\u00eddico"": 0.46831879019737244, ""Dados, TI e BI"": 0.393545538187027, ""Financeiro e Cont\u00e1bil"": 0.4375530779361725, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36339646577835083, ""Outras Atividades"": 0.3555278480052948}"
119,Atendimento,0.5712238550186157,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.427415132522583, ""Atendimento"": 0.5712238550186157, ""Auditoria, Compliance e Jur\u00eddico"": 0.4754277467727661, ""Dados, TI e BI"": 0.4384782910346985, ""Financeiro e Cont\u00e1bil"": 0.4467083215713501, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.4040651023387909, ""Outras Atividades"": 0.40115979313850403}"
9027,Atendimento,0.5772076845169067,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.437017023563385, ""Atendimento"": 0.5772076845169067, ""Auditoria, Compliance e Jur\u00eddico"": 0.4731956720352173, ""Dados, TI e BI"": 0.44044962525367737, ""Financeiro e Cont\u00e1bil"": 0.42847779393196106, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.401962548494339, ""Outras Atividades"": 0.40312451124191284}"
20824,Atendimento,0.5404232144355774,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4020252823829651, ""Atendimento"": 0.5404232144355774, ""Auditoria, Compliance e Jur\u00eddico"": 0.4485490620136261, ""Dados, TI e BI"": 0.41184091567993164, ""Financeiro e Cont\u00e1bil"": 0.3953333795070648, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37689483165740967, ""Outras Atividades"": 0.3864726424217224}"
16241,Atendimento,0.5072380900382996,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.429570734500885, ""Atendimento"": 0.5072380900382996, ""Auditoria, Compliance e Jur\u00eddico"": 0.41419410705566406, ""Dados, TI e BI"": 0.3804149031639099, ""Financeiro e Cont\u00e1bil"": 0.40626752376556396, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3755553960800171, ""Outras Atividades"": 0.3804047107696533}"
4457,Nova_Classe_8,0.4456321597099304,false,new_class,"Dados, TI e BI",0.4456321597099304,"{""Administra\u00e7\u00e3o e RH"": 0.4197862148284912, ""Atendimento"": 0.41770297288894653, ""Auditoria, Compliance e Jur\u00eddico"": 0.4249643087387085, ""Dados, TI e BI"": 0.4456321597099304, ""Financeiro e Cont\u00e1bil"": 0.405213862657547, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.37997615337371826, ""Outras Atividades"": 0.3316831588745117}"
9074,Atendimento,0.5305706858634949,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.4312158524990082, ""Atendimento"": 0.5305706858634949, ""Auditoria, Compliance e Jur\u00eddico"": 0.42637351155281067, ""Dados, TI e BI"": 0.4567945897579193, ""Financeiro e Cont\u00e1bil"": 0.41677409410476685, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39634954929351807, ""Outras Atividades"": 0.35419678688049316}"
7716,Nova_Classe_8,0.449240505695343,false,new_class,"Dados, TI e BI",0.449240505695343,"{""Administra\u00e7\u00e3o e RH"": 0.41818293929100037, ""Atendimento"": 0.4442991614341736, ""Auditoria, Compliance e Jur\u00eddico"": 0.44737398624420166, ""Dados, TI e BI"": 0.449240505695343, ""Financeiro e Cont\u00e1bil"": 0.40429678559303284, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.41297197341918945, ""Outras Atividades"": 0.42473340034484863}"
28767,Nova_Classe_8,0.42941614985466003,false,new_class,"Dados, TI e BI",0.42941614985466003,"{""Administra\u00e7\u00e3o e RH"": 0.39676159620285034, ""Atendimento"": 0.3893030881881714, ""Auditoria, Compliance e Jur\u00eddico"": 0.4201250970363617, ""Dados, TI e BI"": 0.42941614985466003, ""Financeiro e Cont\u00e1bil"": 0.34068524837493896, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3363632559776306, ""Outras Atividades"": 0.3077022135257721}"
9222,Nova_Classe_8,0.42941614985466003,false,new_class,"Dados, TI e BI",0.42941614985466003,"{""Administra\u00e7\u00e3o e RH"": 0.39676159620285034, ""Atendimento"": 0.3893030881881714, ""Auditoria, Compliance e Jur\u00eddico"": 0.4201250970363617, ""Dados, TI e BI"": 0.42941614985466003, ""Financeiro e Cont\u00e1bil"": 0.34068524837493896, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3363632559776306, ""Outras Atividades"": 0.3077022135257721}"
10864,Nova_Classe_8,0.4531082808971405,false,new_class,"Auditoria, Compliance e Jurídico",0.4531082808971405,"{""Administra\u00e7\u00e3o e RH"": 0.4177515506744385, ""Atendimento"": 0.4151134490966797, ""Auditoria, Compliance e Jur\u00eddico"": 0.4531082808971405, ""Dados, TI e BI"": 0.4316636919975281, ""Financeiro e Cont\u00e1bil"": 0.3300602436065674, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3650358319282532, ""Outras Atividades"": 0.3332566022872925}"
10865,Nova_Classe_8,0.4281873106956482,false,new_class,Administração e RH,0.4281873106956482,"{""Administra\u00e7\u00e3o e RH"": 0.4281873106956482, ""Atendimento"": 0.3853665590286255, ""Auditoria, Compliance e Jur\u00eddico"": 0.37545084953308105, ""Dados, TI e BI"": 0.39698415994644165, ""Financeiro e Cont\u00e1bil"": 0.40165776014328003, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3532692790031433, ""Outras Atividades"": 0.3287627696990967}"
10867,Atendimento,0.5018303394317627,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.45428359508514404, ""Atendimento"": 0.5018303394317627, ""Auditoria, Compliance e Jur\u00eddico"": 0.44937101006507874, ""Dados, TI e BI"": 0.45035305619239807, ""Financeiro e Cont\u00e1bil"": 0.3565775454044342, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.39602869749069214, ""Outras Atividades"": 0.32569095492362976}"
27987,Nova_Classe_8,0.4264662563800812,false,new_class,Atendimento,0.4264662563800812,"{""Administra\u00e7\u00e3o e RH"": 0.39219745993614197, ""Atendimento"": 0.4264662563800812, ""Auditoria, Compliance e Jur\u00eddico"": 0.4005333483219147, ""Dados, TI e BI"": 0.42527538537979126, ""Financeiro e Cont\u00e1bil"": 0.3523440361022949, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3346022963523865, ""Outras Atividades"": 0.2986758351325989}"
17525,Nova_Classe_8,0.45280879735946655,false,new_class,"Auditoria, Compliance e Jurídico",0.45280879735946655,"{""Administra\u00e7\u00e3o e RH"": 0.4060223698616028, ""Atendimento"": 0.4223441481590271, ""Auditoria, Compliance e Jur\u00eddico"": 0.45280879735946655, ""Dados, TI e BI"": 0.39622610807418823, ""Financeiro e Cont\u00e1bil"": 0.3565545678138733, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.35668662190437317, ""Outras Atividades"": 0.3469938039779663}"
28791,Nova_Classe_8,0.45306944847106934,false,new_class,"Dados, TI e BI",0.45306944847106934,"{""Administra\u00e7\u00e3o e RH"": 0.36943382024765015, ""Atendimento"": 0.4151743948459625, ""Auditoria, Compliance e Jur\u00eddico"": 0.3798341155052185, ""Dados, TI e BI"": 0.45306944847106934, ""Financeiro e Cont\u00e1bil"": 0.35898157954216003, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3716028332710266, ""Outras Atividades"": 0.3774760961532593}"
11943,Atendimento,0.47810661792755127,true,automatic,"",0.0,"{""Administra\u00e7\u00e3o e RH"": 0.41286665201187134, ""Atendimento"": 0.47810661792755127, ""Auditoria, Compliance e Jur\u00eddico"": 0.44669589400291443, ""Dados, TI e BI"": 0.35886943340301514, ""Financeiro e Cont\u00e1bil"": 0.4042764902114868, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3688479959964752, ""Outras Atividades"": 0.41905477643013}"
10868,Nova_Classe_8,0.4414828419685364,false,new_class,Atendimento,0.4414828419685364,"{""Administra\u00e7\u00e3o e RH"": 0.3883299231529236, ""Atendimento"": 0.4414828419685364, ""Auditoria, Compliance e Jur\u00eddico"": 0.4096754789352417, ""Dados, TI e BI"": 0.3750346302986145, ""Financeiro e Cont\u00e1bil"": 0.3920097351074219, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.36925193667411804, ""Outras Atividades"": 0.346947580575943}"
10869,Nova_Classe_8,0.4511663317680359,false,new_class,Atendimento,0.4511663317680359,"{""Administra\u00e7\u00e3o e RH"": 0.42517906427383423, ""Atendimento"": 0.4511663317680359, ""Auditoria, Compliance e Jur\u00eddico"": 0.3740403950214386, ""Dados, TI e BI"": 0.4383300542831421, ""Financeiro e Cont\u00e1bil"": 0.36990630626678467, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3917403221130371, ""Outras Atividades"": 0.34289050102233887}"
16007,Nova_Classe_8,0.44285231828689575,false,new_class,Atendimento,0.44285231828689575,"{""Administra\u00e7\u00e3o e RH"": 0.38886237144470215, ""Atendimento"": 0.44285231828689575, ""Auditoria, Compliance e Jur\u00eddico"": 0.4359676241874695, ""Dados, TI e BI"": 0.4001378118991852, ""Financeiro e Cont\u00e1bil"": 0.36849379539489746, ""Gest\u00e3o, Estrat\u00e9gia e Processos"": 0.3559845983982086, ""Outras Atividades"": 0.4142669141292572}"
